target,server,query_class,response_format,concurrency,repetition,requests,error_fraction,rps,latency_p50_s,latency_p95_s,ttfb_p95_s,mean_response_bytes,generator_cpu_peak,generator_guard_ok,tier
dachs-local,dachs,Q04,csv,64,2,735,0.0,11.246,5.565255,5.964282,5.963731,58452.2,0.025,True,24
dachs-local,dachs,Q04,csv,64,3,707,0.0,11.11,5.571038,5.8996,5.899093,58498.7,0.025,True,24
dachs-local,dachs,Q04,csv,8,1,725,0.0,11.987,0.672683,0.815623,0.815139,58463.5,0.02,True,24
dachs-local,dachs,Q04,csv,8,2,726,0.0,11.998,0.667895,0.812425,0.811974,58444.4,0.015,True,24
dachs-local,dachs,Q04,csv,8,3,733,0.0,12.107,0.665013,0.805244,0.804662,58474.8,0.015,True,24
dachs-local,dachs,Q05,csv,32,1,674,0.0,10.82,2.921315,3.216835,3.21625,3764.7,0.02,True,24
dachs-local,dachs,Q05,csv,32,2,666,0.0,10.687,2.967977,3.269946,3.269376,3720.7,0.015,True,24
dachs-local,dachs,Q05,csv,32,3,673,0.0,10.9,2.890911,3.190679,3.190222,3851.2,0.02,True,24
dachs-local,dachs,Q05,csv,64,1,703,0.0,10.755,5.935236,6.319758,6.319269,3715.9,0.025,True,24
dachs-local,dachs,Q05,csv,64,2,704,0.0,10.896,5.849862,6.159983,6.159501,3659.9,0.025,True,24
dachs-local,dachs,Q05,csv,64,3,704,0.0,10.843,5.796063,6.34259,6.342097,3818.5,0.025,True,24
dachs-local,dachs,Q05,csv,8,1,580,0.0,9.544,0.819028,1.079185,1.078417,3719.6,0.015,True,24
dachs-local,dachs,Q05,csv,8,2,586,0.0,9.683,0.806399,1.046698,1.046232,3812.0,0.015,True,24
dachs-local,dachs,Q05,csv,8,3,577,0.0,9.506,0.810143,1.104207,1.103736,3748.0,0.01,True,24
dachs-local,dachs,Q06,csv,32,1,651,0.0,10.387,3.024365,3.279107,3.278576,70559.7,0.015,True,24
dachs-local,dachs,Q06,csv,32,2,642,0.0,10.258,3.065994,3.364824,3.364219,70498.1,0.02,True,24
dachs-local,dachs,Q06,csv,32,3,639,0.0,10.235,3.100547,3.417528,3.417069,68526.3,0.015,True,24
dachs-local,dachs,Q06,csv,64,1,641,0.0,9.848,6.125584,6.605366,6.604916,70506.3,0.02,True,24
dachs-local,dachs,Q06,csv,64,2,680,0.0,10.294,6.087406,6.456201,6.455733,70877.6,0.02,True,24
dachs-local,dachs,Q06,csv,64,3,641,0.0,9.767,6.192939,6.572443,6.571944,69186.2,0.02,True,24
dachs-local,dachs,Q06,csv,8,1,566,0.0,9.354,0.830897,1.096952,1.096437,70068.8,0.015,True,24
dachs-local,dachs,Q06,csv,8,2,566,0.0,9.36,0.835849,1.114827,1.11421,70935.8,0.01,True,24
dachs-local,dachs,Q06,csv,8,3,568,0.0,9.374,0.836104,1.071126,1.07056,68048.6,0.01,True,24
dachs-local,dachs,Q07,csv,32,1,612,0.0,9.813,3.195189,3.541251,3.540738,19340.3,0.02,True,24
dachs-local,dachs,Q07,csv,32,2,624,0.0,9.892,3.170984,3.428805,3.428246,20368.3,0.015,True,24
dachs-local,dachs,Q07,csv,32,3,611,0.0,9.723,3.222773,3.54736,3.546878,19727.2,0.015,True,24
dachs-local,dachs,Q07,csv,64,1,640,0.0,10.109,6.313157,6.69292,6.692308,19159.5,0.02,True,24
dachs-local,dachs,Q07,csv,64,2,640,0.0,9.984,6.396507,6.805571,6.805062,20575.1,0.02,True,24
dachs-local,dachs,Q07,csv,64,3,640,0.0,9.908,6.424244,6.837981,6.837545,19858.7,0.02,True,24
dachs-local,dachs,Q07,csv,8,1,550,0.0,9.069,0.863505,1.116456,1.115983,19304.7,0.015,True,24
dachs-local,dachs,Q07,csv,8,2,542,0.0,8.938,0.875651,1.11827,1.117794,20757.7,0.01,True,24
dachs-local,dachs,Q07,csv,8,3,556,0.0,9.138,0.855774,1.080279,1.079789,19558.7,0.015,True,24
dachs-local,dachs,Q10,csv,32,1,640,0.0,10.228,3.118475,3.363024,3.362347,290613.3,0.02,True,24
dachs-local,dachs,Q10,csv,32,2,636,0.0,10.144,3.143878,3.345604,3.343065,290651.9,0.02,True,24
dachs-local,dachs,Q10,csv,32,3,639,0.0,10.274,3.113046,3.363333,3.358782,290587.0,0.02,True,24
dachs-local,dachs,Q10,csv,64,1,641,0.0,9.76,6.263347,6.602337,6.599545,290612.0,0.025,True,24
dachs-local,dachs,Q10,csv,64,2,640,0.0,10.183,6.298373,6.624282,6.623591,290749.9,0.035,True,24
dachs-local,dachs,Q10,csv,64,3,640,0.0,10.082,6.270411,6.641419,6.633731,290611.6,0.03,True,24
dachs-local,dachs,Q10,csv,8,1,646,0.0,10.656,0.753409,0.930635,0.929934,290760.3,0.015,True,24
dachs-local,dachs,Q10,csv,8,2,642,0.0,10.631,0.761505,0.922272,0.920915,290596.1,0.015,True,24
dachs-local,dachs,Q10,csv,8,3,643,0.0,10.592,0.757226,0.923348,0.921786,290558.4,0.015,True,24
dachs-local,dachs,Q11,csv,32,1,264,0.0,4.116,8.125861,12.038866,10.267143,2918833.8,0.03,True,24
dachs-local,dachs,Q11,csv,32,2,262,0.0,3.852,8.106567,12.686643,10.110201,2919122.9,0.03,True,24
dachs-local,dachs,Q11,csv,32,3,265,0.0,4.13,8.245468,12.839399,10.754862,2918410.2,0.03,True,24
dachs-local,dachs,Q11,csv,64,1,316,0.0,4.057,14.089336,25.48195,19.204773,2917858.3,0.055,True,24
dachs-local,dachs,Q11,csv,64,2,303,0.0,4.217,14.057285,22.202109,14.560271,2918767.5,0.05,True,24
dachs-local,dachs,Q11,csv,64,3,255,0.0,4.144,16.338626,26.894129,19.100193,2918208.4,0.05,True,24
dachs-local,dachs,Q11,csv,8,1,232,0.0,3.83,2.120856,2.959668,2.6606,2919662.3,0.015,True,24
dachs-local,dachs,Q11,csv,8,2,246,0.0,3.978,2.058761,2.498318,2.313188,2918950.9,0.02,True,24
dachs-local,dachs,Q11,csv,8,3,245,0.0,3.998,2.201765,2.563879,2.449699,2918463.2,0.015,True,24
dachs-local,dachs,Q12,csv,32,1,671,0.0,10.719,2.954922,3.309519,3.308954,110.0,0.015,True,24
dachs-local,dachs,Q12,csv,32,2,674,0.0,10.75,2.920828,3.198237,3.197686,110.0,0.02,True,24
dachs-local,dachs,Q12,csv,32,3,672,0.0,10.855,2.930483,3.300576,3.300093,110.0,0.02,True,24
dachs-local,dachs,Q12,csv,64,1,700,0.0,10.686,5.93283,6.27619,6.275685,110.0,0.02,True,24
dachs-local,dachs,Q12,csv,64,2,704,0.0,10.905,5.811189,6.248537,6.248124,110.0,0.02,True,24
dachs-local,dachs,Q12,csv,64,3,704,0.0,10.876,5.865259,6.208557,6.208012,110.0,0.02,True,24
dachs-local,dachs,Q12,csv,8,1,576,0.0,9.525,0.818151,1.108552,1.108031,110.0,0.015,True,24
dachs-local,dachs,Q12,csv,8,2,590,0.0,9.712,0.807526,1.051719,1.051168,110.0,0.01,True,24
dachs-local,dachs,Q12,csv,8,3,588,0.0,9.699,0.807456,1.063395,1.06287,110.0,0.015,True,24
dachs-local,dachs,Q13,csv,32,1,749,0.0,12.023,2.647982,2.945733,2.94534,2300.8,0.015,True,24
dachs-local,dachs,Q13,csv,32,2,737,0.0,11.828,2.695865,2.977262,2.976731,2301.1,0.02,True,24
dachs-local,dachs,Q13,csv,32,3,727,0.0,11.677,2.717988,3.033515,3.033094,2299.5,0.02,True,24
dachs-local,dachs,Q13,csv,64,1,766,0.0,11.831,5.372202,5.754807,5.754372,2300.6,0.025,True,24
dachs-local,dachs,Q13,csv,64,2,768,0.0,11.901,5.340892,5.738648,5.738097,2301.6,0.02,True,24
dachs-local,dachs,Q13,csv,64,3,764,0.0,11.795,5.371815,5.724256,5.723787,2299.5,0.025,True,24
dachs-local,dachs,Q13,csv,8,1,722,0.0,11.945,0.666232,0.949379,0.948962,2301.3,0.015,True,24
dachs-local,dachs,Q13,csv,8,2,746,0.0,12.332,0.656028,0.928296,0.927809,2300.3,0.015,True,24
dachs-local,dachs,Q13,csv,8,3,735,0.0,12.173,0.660157,0.926198,0.925764,2299.5,0.02,True,24
dachs-local,dachs,mix,csv,32,1,669,0.0,10.722,2.961169,3.482931,3.482382,43968.8,0.02,True,24
dachs-local,dachs,mix,csv,32,2,681,0.0,10.876,2.888346,3.43896,3.438445,39648.5,0.02,True,24
dachs-local,dachs,mix,csv,32,3,680,0.0,10.836,2.903682,3.415137,3.414676,42433.9,0.02,True,24
dachs-local,dachs,mix,csv,64,1,701,0.0,10.779,5.879316,6.48093,6.480316,43918.6,0.02,True,24
dachs-local,dachs,mix,csv,64,2,701,0.0,10.752,5.887992,6.489886,6.489388,39037.3,0.015,True,24
dachs-local,dachs,mix,csv,64,3,707,0.0,10.74,5.835984,6.407478,6.407012,42885.0,0.03,True,24
dachs-local,dachs,mix,csv,8,1,688,0.0,11.375,0.70127,1.129351,1.128916,43465.3,0.015,True,24
dachs-local,dachs,mix,csv,8,2,679,0.0,11.156,0.735425,1.110383,1.109906,44090.9,0.015,True,24
dachs-local,dachs,mix,csv,8,3,682,0.0,11.27,0.658207,1.14436,1.143819,43882.3,0.015,True,24
dachs-local,dachs,Q01,votable,32,1,963,0.0,15.672,2.022449,2.175299,2.174706,4706.0,0.025,True,24
dachs-local,dachs,Q01,votable,32,2,960,0.0,15.623,2.046039,2.170227,2.169755,4706.0,0.025,True,24
dachs-local,dachs,Q01,votable,32,3,960,0.0,15.604,2.035345,2.19897,2.198475,4706.0,0.025,True,24
dachs-local,dachs,Q01,votable,64,1,960,0.0,15.554,4.119266,4.334259,4.333857,4706.0,0.025,True,24
dachs-local,dachs,Q01,votable,64,2,963,0.0,15.15,4.110343,4.314787,4.314312,4706.0,0.025,True,24
dachs-local,dachs,Q01,votable,64,3,960,0.0,15.416,4.152034,4.336082,4.335479,4706.0,0.03,True,24
dachs-local,dachs,Q01,votable,8,1,1075,0.0,17.83,0.452062,0.543138,0.542628,4706.0,0.02,True,24
dachs-local,dachs,Q01,votable,8,2,1068,0.0,17.718,0.453702,0.556572,0.556064,4706.0,0.02,True,24
dachs-local,dachs,Q01,votable,8,3,1055,0.0,17.5,0.461416,0.564045,0.563438,4706.0,0.015,True,24
dachs-local,dachs,Q02,votable,32,1,672,0.0,10.906,2.944105,3.188704,3.188209,50847.4,0.02,True,24
dachs-local,dachs,Q02,votable,32,2,672,0.0,10.892,2.927026,3.150458,3.14996,50864.1,0.015,True,24
dachs-local,dachs,Q02,votable,32,3,673,0.0,10.841,2.933664,3.155633,3.15508,50889.7,0.02,True,24
dachs-local,dachs,Q02,votable,64,1,704,0.0,10.922,5.879047,6.155825,6.155291,50864.5,0.03,True,24
dachs-local,dachs,Q02,votable,64,2,704,0.0,10.966,5.855676,6.131722,6.131185,50869.5,0.03,True,24
dachs-local,dachs,Q02,votable,64,3,704,0.0,10.998,5.861648,6.130907,6.130419,50888.7,0.02,True,24
dachs-local,dachs,Q02,votable,8,1,689,0.0,11.394,0.702588,0.881149,0.880659,50859.6,0.015,True,24
dachs-local,dachs,Q02,votable,8,2,696,0.0,11.492,0.696078,0.876819,0.876383,50862.7,0.02,True,24
dachs-local,dachs,Q02,votable,8,3,687,0.0,11.371,0.706285,0.860748,0.860291,50900.6,0.015,True,24
dachs-local,dachs,Q03,votable,32,1,701,0.0,11.248,2.825746,3.057852,3.057336,37128.2,0.02,True,24
dachs-local,dachs,Q03,votable,32,2,701,0.0,11.183,2.842282,3.081367,3.080916,36619.4,0.02,True,24
dachs-local,dachs,Q03,votable,32,3,702,0.0,11.266,2.833539,3.068885,3.06841,35804.7,0.015,True,24
dachs-local,dachs,Q03,votable,64,1,704,0.0,11.282,5.691276,5.971751,5.971199,37242.6,0.025,True,24
dachs-local,dachs,Q03,votable,64,2,705,0.0,11.384,5.618869,5.926463,5.925988,36539.1,0.02,True,24
dachs-local,dachs,Q03,votable,64,3,704,0.0,11.303,5.616625,5.881451,5.88096,35877.2,0.03,True,24
dachs-local,dachs,Q03,votable,8,1,724,0.0,11.971,0.666267,0.826677,0.826206,36462.5,0.015,True,24
dachs-local,dachs,Q03,votable,8,2,719,0.0,11.895,0.674083,0.817923,0.817409,36427.2,0.015,True,24
dachs-local,dachs,Q03,votable,8,3,721,0.0,11.956,0.668813,0.833988,0.83354,35838.3,0.015,True,24
dachs-local,dachs,Q04,votable,32,1,704,0.0,11.326,2.824401,3.016649,3.016032,76079.2,0.02,True,24
dachs-local,dachs,Q04,votable,32,2,700,0.0,11.153,2.849038,3.041115,3.040767,76081.0,0.02,True,24
dachs-local,dachs,Q04,votable,32,3,700,0.0,11.124,2.845089,3.087713,3.087217,76134.1,0.02,True,24
dachs-local,dachs,Q04,votable,64,1,717,0.0,11.026,5.617399,5.898692,5.898228,76089.0,0.025,True,24
dachs-local,dachs,Q04,votable,64,2,704,0.0,11.225,5.689914,5.997645,5.997004,76059.8,0.025,True,24
dachs-local,dachs,Q04,votable,64,3,723,0.0,11.096,5.641537,5.971441,5.970902,76114.9,0.02,True,24
dachs-local,dachs,Q04,votable,8,1,726,0.0,12.034,0.667317,0.804862,0.804349,76088.0,0.015,True,24
dachs-local,dachs,Q04,votable,8,2,715,0.0,11.837,0.682991,0.823714,0.823264,76068.2,0.015,True,24
dachs-local,dachs,Q04,votable,8,3,719,0.0,11.908,0.67361,0.81688,0.816362,76101.2,0.015,True,24
dachs-local,dachs,Q05,votable,32,1,660,0.0,10.506,2.994298,3.316626,3.316162,10697.3,0.015,True,24
dachs-local,dachs,Q05,votable,32,2,666,0.0,10.569,2.991456,3.265791,3.265292,10574.9,0.015,True,24
dachs-local,dachs,Q05,votable,32,3,655,0.0,10.41,3.012408,3.352313,3.351802,10788.3,0.02,True,24
dachs-local,dachs,Q05,votable,64,1,689,0.0,10.497,5.996636,6.436947,6.4363,10590.7,0.025,True,24
dachs-local,dachs,Q05,votable,64,2,684,0.0,10.339,6.025108,6.355386,6.354806,10534.1,0.02,True,24
dachs-local,dachs,Q05,votable,64,3,683,0.0,10.367,6.026843,6.472923,6.472455,10806.7,0.025,True,24
dachs-local,dachs,Q05,votable,8,1,570,0.0,9.38,0.832931,1.064167,1.063672,10616.2,0.015,True,24
dachs-local,dachs,Q05,votable,8,2,584,0.0,9.646,0.816078,1.024179,1.023688,10751.9,0.01,True,24
dachs-local,dachs,Q05,votable,8,3,570,0.0,9.381,0.837749,1.082274,1.081777,10662.7,0.015,True,24
dachs-local,dachs,Q06,votable,32,1,634,0.0,10.099,3.142065,3.436808,3.436245,90666.8,0.015,True,24
dachs-local,dachs,Q06,votable,32,2,638,0.0,10.183,3.115582,3.501252,3.500765,90423.9,0.015,True,24
dachs-local,dachs,Q06,votable,32,3,636,0.0,10.119,3.123373,3.475345,3.47474,88147.8,0.02,True,24
dachs-local,dachs,Q06,votable,64,1,640,0.0,9.861,6.275622,7.97491,7.974548,90842.7,0.02,True,24
dachs-local,dachs,Q06,votable,64,2,642,0.0,9.824,6.248453,6.64748,6.647001,91052.7,0.025,True,24
dachs-local,dachs,Q06,votable,64,3,640,0.0,10.129,6.303898,6.629887,6.629361,88666.7,0.02,True,24
dachs-local,dachs,Q06,votable,8,1,557,0.0,9.167,0.857609,1.090526,1.090026,89648.6,0.01,True,24
dachs-local,dachs,Q06,votable,8,2,569,0.0,9.39,0.838739,1.082405,1.081676,91028.3,0.015,True,24
dachs-local,dachs,Q06,votable,8,3,570,0.0,9.389,0.832715,1.071026,1.070523,88321.8,0.015,True,24
dachs-local,dachs,Q07,votable,32,1,610,0.0,9.838,3.209183,3.487136,3.486675,29524.3,0.02,True,24
dachs-local,dachs,Q07,votable,32,2,608,0.0,9.779,3.257718,3.576798,3.576184,31100.2,0.015,True,24
dachs-local,dachs,Q07,votable,32,3,606,0.0,9.621,3.291547,3.63714,3.636661,29656.9,0.02,True,24
dachs-local,dachs,Q07,votable,64,1,640,0.0,9.817,6.474373,6.922851,6.922354,29303.2,0.025,True,24
dachs-local,dachs,Q07,votable,64,2,640,0.0,9.911,6.462646,6.844506,6.843963,30666.1,0.02,True,24
dachs-local,dachs,Q07,votable,64,3,640,0.0,9.868,6.410875,6.791004,6.790363,30161.6,0.02,True,24
dachs-local,dachs,Q07,votable,8,1,537,0.0,8.864,0.884385,1.136001,1.135431,29194.9,0.01,True,24
dachs-local,dachs,Q07,votable,8,2,544,0.0,8.945,0.87358,1.137793,1.137177,30984.4,0.015,True,24
dachs-local,dachs,Q07,votable,8,3,538,0.0,8.884,0.88068,1.122666,1.122079,29943.7,0.01,True,24
dachs-local,dachs,Q10,votable,32,1,640,0.0,10.318,3.078408,3.33327,3.328605,353746.5,0.025,True,24
dachs-local,dachs,Q10,votable,32,2,643,0.0,10.269,3.066428,3.316045,3.313983,353799.3,0.025,True,24
dachs-local,dachs,Q10,votable,32,3,645,0.0,10.242,3.039367,3.371713,3.368637,353713.4,0.015,True,24
dachs-local,dachs,Q10,votable,64,1,634,0.0,9.669,6.218536,8.641863,8.640854,353724.1,0.02,True,24
dachs-local,dachs,Q10,votable,64,2,644,0.0,10.099,6.144682,6.490894,6.487546,353907.9,0.025,True,24
dachs-local,dachs,Q10,votable,64,3,652,0.0,9.969,6.188763,6.478236,6.474098,353671.1,0.03,True,24
dachs-local,dachs,Q10,votable,8,1,643,0.0,10.608,0.761201,0.922731,0.919397,353946.8,0.015,True,24
dachs-local,dachs,Q10,votable,8,2,650,0.0,10.733,0.747488,0.906758,0.903733,353734.1,0.015,True,24
dachs-local,dachs,Q10,votable,8,3,647,0.0,10.731,0.746965,0.92624,0.9253,353683.3,0.02,True,24
dachs-local,dachs,Q11,votable,32,1,298,0.0,4.491,7.290647,12.132642,9.273003,3496701.5,0.03,True,24
dachs-local,dachs,Q11,votable,32,2,277,0.0,4.527,7.370266,10.377642,8.944591,3498409.3,0.03,True,24
dachs-local,dachs,Q11,votable,32,3,293,0.0,4.525,7.180011,10.934862,8.742519,3498424.3,0.035,True,24
dachs-local,dachs,Q11,votable,64,1,294,0.0,4.469,14.933363,19.634324,18.322842,3499188.0,0.06,True,24
dachs-local,dachs,Q11,votable,64,2,310,0.0,4.464,14.76687,23.401621,20.190952,3497698.7,0.045,True,24
dachs-local,dachs,Q11,votable,64,3,285,0.0,4.517,17.238378,22.771145,18.688067,3498519.9,0.06,True,24
dachs-local,dachs,Q11,votable,8,1,266,0.0,4.314,2.009176,2.367058,2.205592,3497858.5,0.025,True,24
dachs-local,dachs,Q11,votable,8,2,268,0.0,4.356,2.021477,2.297305,2.149972,3499387.2,0.02,True,24
dachs-local,dachs,Q11,votable,8,3,261,0.0,4.251,2.042091,2.299875,2.195965,3498240.2,0.02,True,24
dachs-local,dachs,Q12,votable,32,1,645,0.0,10.287,3.054904,3.321387,3.320858,6302.4,0.02,True,24
dachs-local,dachs,Q12,votable,32,2,652,0.0,10.443,2.999437,3.37735,3.376879,6302.3,0.02,True,24
dachs-local,dachs,Q12,votable,32,3,670,0.0,10.706,2.951916,3.279854,3.279267,6302.3,0.02,True,24
dachs-local,dachs,Q12,votable,64,1,697,0.0,10.626,6.016169,6.360495,6.359999,6302.3,0.02,True,24
dachs-local,dachs,Q12,votable,64,2,702,0.0,10.686,5.954859,6.279104,6.278568,6302.3,0.02,True,24
dachs-local,dachs,Q12,votable,64,3,678,0.0,10.319,6.046991,6.371006,6.370396,6302.3,0.02,True,24
dachs-local,dachs,Q12,votable,8,1,578,0.0,9.513,0.818035,1.065229,1.064753,6302.3,0.015,True,24
dachs-local,dachs,Q12,votable,8,2,580,0.0,9.492,0.820522,1.061802,1.06133,6302.3,0.015,True,24
dachs-local,dachs,Q12,votable,8,3,572,0.0,9.428,0.835831,1.081696,1.081213,6302.3,0.015,True,24
dachs-local,dachs,Q13,votable,32,1,734,0.0,11.781,2.720002,3.014212,3.013722,5751.0,0.02,True,24
dachs-local,dachs,Q13,votable,32,2,733,0.0,11.747,2.70529,2.979832,2.979359,5751.0,0.02,True,24
dachs-local,dachs,Q13,votable,32,3,729,0.0,11.61,2.733561,3.0286,3.028058,5751.0,0.02,True,24
dachs-local,dachs,Q13,votable,64,1,748,0.0,11.462,5.448284,5.776562,5.776083,5751.0,0.035,True,24
dachs-local,dachs,Q13,votable,64,2,762,0.0,11.718,5.425289,5.772729,5.772277,5751.0,0.02,True,24
dachs-local,dachs,Q13,votable,64,3,763,0.0,11.795,5.424857,5.793712,5.79312,5751.0,0.02,True,24
dachs-local,dachs,Q13,votable,8,1,723,0.0,12.005,0.665754,0.913082,0.912571,5751.0,0.02,True,24
dachs-local,dachs,Q13,votable,8,2,724,0.0,11.972,0.672393,0.930165,0.929661,5751.0,0.02,True,24
dachs-local,dachs,Q13,votable,8,3,735,0.0,12.148,0.666562,0.922783,0.922308,5751.0,0.015,True,24
dachs-local,dachs,mix,votable,32,1,681,0.0,10.874,2.881433,3.429793,3.429312,57806.3,0.02,True,24
dachs-local,dachs,mix,votable,32,2,678,0.0,10.803,2.949433,3.446984,3.446499,53565.2,0.015,True,24
dachs-local,dachs,mix,votable,32,3,689,0.0,11.012,2.856845,3.364451,3.363962,56785.7,0.02,True,24
dachs-local,dachs,mix,votable,64,1,710,0.0,10.879,5.75015,6.314539,6.314062,57882.3,0.02,True,24
dachs-local,dachs,mix,votable,64,2,711,0.0,10.8,5.776125,6.291657,6.291146,52494.8,0.025,True,24
dachs-local,dachs,mix,votable,64,3,708,0.0,10.888,5.72376,6.32986,6.329401,56632.3,0.025,True,24
dachs-local,dachs,mix,votable,8,1,683,0.0,11.286,0.695651,1.133912,1.133421,58188.7,0.015,True,24
dachs-local,dachs,mix,votable,8,2,638,0.0,10.473,0.756343,1.165572,1.165109,58545.1,0.015,True,24
dachs-local,dachs,mix,votable,8,3,696,0.0,11.465,0.663875,1.142446,1.141967,58743.4,0.015,True,24
egernia-local,egernia,Q01,csv,32,1,40153,0.0,668.808,0.046575,0.065284,0.062084,1835.0,0.27,True,24
egernia-local,egernia,Q01,csv,32,2,40474,0.0,674.097,0.045491,0.076756,0.072911,1835.0,0.29,True,24
egernia-local,egernia,Q01,csv,32,3,40247,0.0,670.218,0.04346,0.09071,0.086188,1835.0,0.32,True,24
egernia-local,egernia,Q01,csv,64,1,38405,0.0,639.37,0.093596,0.148824,0.143693,1835.0,0.265,True,24
egernia-local,egernia,Q01,csv,64,2,38450,0.0,639.765,0.095778,0.163595,0.157724,1835.0,0.334,True,24
egernia-local,egernia,Q01,csv,64,3,38438,0.0,639.713,0.102143,0.138178,0.13284,1835.0,0.26,True,24
egernia-local,egernia,Q01,csv,8,1,32092,0.0,534.751,0.015304,0.024443,0.023105,1835.0,0.275,True,24
egernia-local,egernia,Q01,csv,8,2,39105,0.0,651.6,0.009821,0.024156,0.022906,1835.0,0.345,True,24
egernia-local,egernia,Q01,csv,8,3,41382,0.0,689.554,0.010905,0.018109,0.017034,1835.0,0.41,True,24
egernia-local,egernia,Q02,csv,32,1,30843,0.0,513.563,0.058001,0.098607,0.094508,38406.0,0.24,True,24
egernia-local,egernia,Q02,csv,32,2,29451,0.0,490.409,0.066656,0.104393,0.099837,38409.0,0.245,True,24
egernia-local,egernia,Q02,csv,32,3,27820,0.0,462.99,0.043686,0.164249,0.159512,38407.0,0.245,True,24
egernia-local,egernia,Q02,csv,64,1,29634,0.0,492.925,0.127983,0.201054,0.195085,38406.1,0.27,True,24
egernia-local,egernia,Q02,csv,64,2,29519,0.0,491.166,0.130774,0.18999,0.184244,38409.6,0.25,True,24
egernia-local,egernia,Q02,csv,64,3,29450,0.0,489.889,0.128755,0.17002,0.163941,38405.1,0.225,True,24
egernia-local,egernia,Q02,csv,8,1,18451,0.0,307.381,0.02439,0.041749,0.039982,38405.0,0.18,True,24
egernia-local,egernia,Q02,csv,8,2,16088,0.0,268.024,0.031213,0.047938,0.046007,38412.6,0.225,True,24
egernia-local,egernia,Q02,csv,8,3,19395,0.0,323.124,0.023314,0.036259,0.034862,38407.8,0.175,True,24
egernia-local,egernia,Q03,csv,32,1,26378,0.0,438.632,0.04856,0.223197,0.221186,25731.6,0.235,True,24
egernia-local,egernia,Q03,csv,32,2,26029,0.0,432.76,0.050848,0.227956,0.225486,25674.5,0.22,True,24
egernia-local,egernia,Q03,csv,32,3,26069,0.0,433.255,0.05011,0.226769,0.224619,25611.2,0.23,True,24
egernia-local,egernia,Q03,csv,64,1,26343,0.0,437.023,0.123348,0.313986,0.31016,25680.2,0.215,True,24
egernia-local,egernia,Q03,csv,64,2,26300,0.0,436.72,0.121489,0.312627,0.309125,25683.0,0.207,True,24
egernia-local,egernia,Q03,csv,64,3,26367,0.0,437.535,0.153698,0.346805,0.343339,25645.6,0.325,True,24
egernia-local,egernia,Q03,csv,8,1,12784,0.0,212.73,0.019776,0.149279,0.148346,25723.5,0.13,True,24
egernia-local,egernia,Q03,csv,8,2,13034,0.0,216.862,0.018557,0.149137,0.148403,25652.9,0.14,True,24
egernia-local,egernia,Q03,csv,8,3,12797,0.0,212.864,0.019533,0.148453,0.147572,25650.3,0.13,True,24
egernia-local,egernia,Q04,csv,32,1,27655,0.0,460.444,0.067345,0.100288,0.096119,60020.8,0.21,True,24
egernia-local,egernia,Q04,csv,32,2,27725,0.0,461.631,0.067228,0.098819,0.095019,60019.8,0.225,True,24
egernia-local,egernia,Q04,csv,32,3,27110,0.0,451.361,0.071577,0.103369,0.099436,60016.6,0.21,True,24
egernia-local,egernia,Q04,csv,64,1,27050,0.0,449.589,0.138119,0.202791,0.196932,60020.2,0.225,True,24
egernia-local,egernia,Q04,csv,64,2,26954,0.0,448.461,0.135011,0.212839,0.207037,60020.9,0.21,True,24
egernia-local,egernia,Q04,csv,64,3,27066,0.0,450.132,0.130016,0.22058,0.214664,60016.8,0.23,True,24
egernia-local,egernia,Q04,csv,8,1,16362,0.0,272.589,0.028749,0.037187,0.035944,60019.0,0.17,True,24
egernia-local,egernia,Q04,csv,8,2,15115,0.0,251.791,0.030103,0.046893,0.045077,60022.6,0.135,True,24
egernia-local,egernia,Q04,csv,8,3,15529,0.0,258.703,0.030434,0.040549,0.03904,60015.9,0.15,True,24
egernia-local,egernia,Q05,csv,32,1,36256,0.0,603.941,0.046144,0.092769,0.088579,3903.3,0.28,True,24
egernia-local,egernia,Q05,csv,32,2,36194,0.0,602.829,0.053316,0.080092,0.076349,3869.0,0.32,True,24
egernia-local,egernia,Q05,csv,32,3,36280,0.0,604.171,0.044844,0.100625,0.096038,3869.1,0.325,True,24
egernia-local,egernia,Q05,csv,64,1,34051,0.0,566.688,0.111233,0.146628,0.140739,3910.2,0.25,True,24
egernia-local,egernia,Q05,csv,64,2,33827,0.0,563.069,0.109096,0.163423,0.157587,3876.9,0.25,True,24
egernia-local,egernia,Q05,csv,64,3,34372,0.0,571.822,0.099748,0.203998,0.198785,3849.4,0.285,True,24
egernia-local,egernia,Q05,csv,8,1,24909,0.0,415.06,0.019029,0.028282,0.026881,3868.7,0.26,True,24
egernia-local,egernia,Q05,csv,8,2,24980,0.0,416.277,0.019041,0.028296,0.026849,3878.2,0.225,True,24
egernia-local,egernia,Q05,csv,8,3,26546,0.0,442.349,0.016379,0.027927,0.026512,3860.7,0.23,True,24
egernia-local,egernia,Q06,csv,32,1,28150,0.0,468.726,0.068644,0.09839,0.091068,71385.2,0.25,True,24
egernia-local,egernia,Q06,csv,32,2,27722,0.0,461.517,0.062404,0.125892,0.117325,71279.6,0.255,True,24
egernia-local,egernia,Q06,csv,32,3,27765,0.0,462.186,0.068772,0.110281,0.102887,71125.1,0.285,True,24
egernia-local,egernia,Q06,csv,64,1,27235,0.0,453.012,0.14404,0.199143,0.188067,71529.0,0.254,True,24
egernia-local,egernia,Q06,csv,64,2,27357,0.0,455.117,0.139761,0.216551,0.205704,71116.7,0.27,True,24
