target,tier,query_class,response_format,concurrency,repetition,requests,rps,window_seconds,coverage,cpu_seconds,cpu_cores,cpu_seconds_per_request,mem_mean_bytes,mem_peak_bytes,api_workers
dachs-local,8,Q07,csv,64,2,512,7.673,72.626927,0.901717,468.232762,6.447096,0.914517,1252429531.428571,1334718464,
dachs-local,8,Q07,csv,64,3,512,7.655,72.404516,0.904605,466.548747,6.443642,0.911228,1259292086.857143,1299562496,
dachs-local,8,Q07,csv,8,1,454,7.475,61.24222,0.987012,374.635505,6.117275,0.825188,1232640157.538461,1326219264,
dachs-local,8,Q07,csv,8,2,454,7.523,61.031313,0.90758,375.02253,6.144756,0.826041,1235353258.666667,1292517376,
dachs-local,8,Q07,csv,8,3,458,7.528,61.575624,0.899462,378.970275,6.15455,0.827446,1247700650.666667,1321742336,
dachs-local,8,Q10,csv,32,1,616,9.827,63.744963,0.868598,116.686363,1.830519,0.189426,1113517738.666667,1118429184,
dachs-local,8,Q10,csv,32,2,609,9.84,63.077665,0.957464,114.95337,1.82241,0.188758,1115627520.0,1123602432,
dachs-local,8,Q10,csv,32,3,609,9.858,63.189891,0.876034,114.683816,1.814908,0.188315,1117108565.333333,1120796672,
dachs-local,8,Q10,csv,64,1,640,9.966,68.662108,0.952916,125.495261,1.827722,0.196086,1118517833.142857,1122062336,
dachs-local,8,Q10,csv,64,2,640,9.88,69.405782,0.942293,126.000575,1.815419,0.196876,1116470125.714286,1124429824,
dachs-local,8,Q10,csv,64,3,640,9.909,68.918354,0.876562,124.857372,1.811671,0.19509,1121016595.692308,1124872192,
dachs-local,8,Q10,csv,8,1,622,10.277,60.650926,0.995715,108.518823,1.789236,0.174468,1107145019.076923,1110978560,
dachs-local,8,Q10,csv,8,2,617,10.183,60.730639,0.911088,108.425581,1.785352,0.17573,1108557141.333333,1112961024,
dachs-local,8,Q10,csv,8,3,621,10.28,60.741959,0.911121,108.141617,1.780345,0.174141,1109469184.0,1113448448,
dachs-local,8,Q11,csv,32,1,265,4.032,65.717957,0.919216,104.844853,1.595376,0.395641,1206034747.076923,1236975616,
dachs-local,8,Q11,csv,32,2,270,4.114,66.971725,0.977286,104.783283,1.56459,0.388086,1208217892.571429,1242439680,
dachs-local,8,Q11,csv,32,3,271,4.022,67.37376,0.896581,106.917688,1.586934,0.39453,1206963908.923077,1242574848,
dachs-local,8,Q11,csv,64,1,306,4.158,77.475278,0.909802,123.884249,1.599017,0.40485,1230114542.933333,1332985856,
dachs-local,8,Q11,csv,64,2,256,4.057,63.130957,0.877152,102.160131,1.618226,0.399063,1227483477.333333,1305317376,
dachs-local,8,Q11,csv,64,3,255,4.04,63.164649,0.876996,101.147299,1.601328,0.396656,1241734144.0,1331929088,
dachs-local,8,Q11,csv,8,1,230,3.81,60.373429,0.916506,88.643984,1.468262,0.385409,1163248640.0,1181454336,
dachs-local,8,Q11,csv,8,2,235,3.816,61.923974,0.893692,89.290317,1.441935,0.379959,1147522389.333333,1165025280,
dachs-local,8,Q11,csv,8,3,241,3.9,61.796294,0.895607,92.225237,1.492407,0.382677,1161664853.333333,1187684352,
dachs-local,8,Q12,csv,32,1,512,8.061,65.6465,0.920793,433.104195,6.597521,0.845907,1268120654.769231,1344868352,
