target,tier,query_class,response_format,concurrency,repetition,requests,rps,window_seconds,coverage,cpu_seconds,cpu_cores,cpu_seconds_per_request,mem_mean_bytes,mem_peak_bytes,api_workers
argus-scaling3,24,mix,votable,8,2,1794,29.703,60.629702,0.915247,481.891241,7.948105,0.268613,1223087104.0,1302216704,
argus-scaling3,24,mix,votable,8,3,1806,29.862,60.544739,0.917649,478.814322,7.908438,0.265124,1260289365.333333,1268301824,
dachs-scaling3,24,Q01,csv,32,1,1055,17.164,62.062541,0.891586,126.56985,2.039392,0.119971,992153258.666667,995491840,
dachs-scaling3,24,Q01,csv,32,2,1046,16.956,62.157279,0.971252,126.218934,2.030638,0.120668,993990183.384615,1002475520,
dachs-scaling3,24,Q01,csv,32,3,1048,17.079,61.836816,0.895144,125.069526,2.022574,0.119341,994719402.666667,999723008,
dachs-scaling3,24,Q01,csv,8,1,1141,18.897,60.442147,0.915355,126.552031,2.093771,0.110913,989937664.0,993542144,
dachs-scaling3,24,Q01,csv,8,2,1133,18.752,60.474956,0.914761,126.006894,2.083621,0.111215,989778602.666667,994660352,
dachs-scaling3,24,Q01,csv,8,3,1148,19.055,60.367659,0.916457,126.155633,2.089788,0.109892,990145536.0,993042432,
dachs-scaling3,24,Q05,csv,32,1,745,11.983,63.04331,0.878754,518.134723,8.218711,0.695483,1158166528.0,1213894656,
dachs-scaling3,24,Q05,csv,32,2,736,11.926,63.328609,0.874877,510.851991,8.066686,0.694092,1161115306.666667,1236627456,
dachs-scaling3,24,Q05,csv,32,3,763,12.25,63.462322,0.87309,528.981146,8.335358,0.693291,1182452053.333333,1239564288,
dachs-scaling3,24,Q05,csv,8,1,625,10.328,60.800261,0.910673,414.271444,6.813646,0.662834,1126184960.0,1218174976,
dachs-scaling3,24,Q05,csv,8,2,639,10.54,61.094457,0.906288,427.385834,6.995493,0.668835,1123932501.333333,1175474176,
dachs-scaling3,24,Q05,csv,8,3,633,10.439,60.916625,0.991722,421.013375,6.911305,0.665108,1147921014.153846,1207865344,
dachs-scaling3,24,Q11,csv,32,1,271,4.37,62.023174,0.892326,101.59703,1.63805,0.374897,1180022784.0,1202233344,
dachs-scaling3,24,Q11,csv,32,2,280,4.274,65.523182,0.921334,104.336462,1.59236,0.37263,1184460800.0,1212661760,
dachs-scaling3,24,Q11,csv,32,3,291,4.362,66.741951,0.980145,109.062861,1.634098,0.374786,1175383186.285714,1210519552,
dachs-scaling3,24,Q11,csv,8,1,259,4.206,61.585281,0.898531,92.9139,1.508703,0.358741,1065755306.666667,1087459328,
dachs-scaling3,24,Q11,csv,8,2,251,4.166,60.249906,0.918144,90.384614,1.500162,0.360098,1081367552.0,1106423808,
dachs-scaling3,24,Q11,csv,8,3,254,4.154,61.274344,0.902843,92.069838,1.502584,0.36248,1086384128.0,1107206144,
dachs-scaling3,24,Q13,csv,32,1,804,12.954,62.544621,0.965746,413.352304,6.608918,0.51412,1115068573.538461,1133723648,
dachs-scaling3,24,Q13,csv,32,2,804,12.901,62.824151,0.881561,414.967045,6.605215,0.516128,1115366741.333333,1123835904,
dachs-scaling3,24,Q13,csv,32,3,812,13.106,62.560295,0.96619,414.684425,6.628556,0.510695,1117692534.153846,1142173696,
dachs-scaling3,24,Q13,csv,8,1,810,13.414,60.730503,0.911637,392.27933,6.459346,0.484295,1131035648.0,1140162560,
dachs-scaling3,24,Q13,csv,8,2,812,13.419,60.676255,0.912519,392.991938,6.476865,0.48398,1124936704.0,1146679296,
dachs-scaling3,24,Q13,csv,8,3,830,13.734,60.85641,0.909605,400.896068,6.587573,0.483007,1117546154.666667,1125994496,
dachs-scaling3,24,mix,csv,32,1,734,11.75,62.716889,0.963372,341.653607,5.447553,0.465468,1062911684.923077,1113366528,
dachs-scaling3,24,mix,csv,32,2,733,11.739,63.03668,0.958307,361.965117,5.742135,0.493813,1059346274.461538,1126506496,
dachs-scaling3,24,mix,csv,32,3,735,11.785,63.523048,0.950948,343.464061,5.40692,0.467298,1082590759.384615,1159880704,
dachs-scaling3,24,mix,csv,8,1,736,12.162,61.292032,0.903312,336.945491,5.497378,0.457806,1071646037.333333,1207656448,
